"KOD03_097"	"AD06_048"	"WC05_048"	"HS04_048"	"PS12_009"	"GS13_017"	"PWS12_133"	"UP03_048"
"X6200"	41	31	33	40	41	12	24	41
"X6207"	34	29	29	37	36	11	22	39
"X6209"	37	29	33	39	39	11	24	40
"X6210"	39	29	30	37	38	12	24	40
"X6211"	38	31	33	39	41	11	24	42
"X6212"	41	28	30	39	41	12	24	42
"X6218"	39	28	31	37	39	11	24	39
"X6220"	39	30	33	39	41	12	24	41
"X6221"	38	30	32	40	41	12	24	42
"X6230"	40	30	29	35	37	12	24	42
"X6231"	41	28	32	39	41	12	24	40
"X6232"	38	30	32	37	35	10	24	40
"X6234"	40	31	33	40	41	12	23	42
"X6238"	36	27	28	36	37	11	23	38
"X6239"	37	27	27	38	38	12	23	35
"X6243"	39	25	27	36	36	10	23	39
"X6249"	41	31	33	39	41	12	24	42
"X625"	41	31	33	39	41	12	24	42
"X6252"	41	31	33	40	41	12	24	41
"X6254"	38	30	33	40	41	12	24	42
"X6257"	39	30	31	38	39	12	23	39
"X6261"	39	30	32	38	37	11	23	39
"X6262"	41	30	31	37	39	12	24	40
"X6263"	34	30	29	38	36	12	24	39
"X6265"	38	30	30	39	39	11	23	41
"X6267"	34	26	27	36	33	10	23	36
"X6268"	37	28	31	37	39	11	24	38
"X6269"	38	28	33	40	38	12	23	39
"X6272"	40	31	33	40	40	12	24	42
"X6286"	38	28	31	37	37	11	24	38
"X6288"	31	28	29	36	34	11	23	33
"X6289"	39	28	31	38	39	11	24	41
"X6293"	34	30	31	36	39	12	23	36
"X6295"	41	31	32	40	41	12	24	42
"X6296"	40	30	32	39	41	12	24	41
"X6299"	41	31	32	40	41	12	24	42
"X63"	37	30	29	38	39	12	24	39
"X6303"	37	30	31	40	39	12	24	42
"X6307"	41	31	33	40	41	12	24	41
"X6309"	41	31	33	40	41	12	23	41
"X6312"	40	30	30	35	40	12	22	37
"X6315"	41	31	32	39	41	12	22	42
"X6316"	37	29	32	39	41	11	23	42
"X6322"	41	30	33	40	41	12	24	42
"X6328"	34	28	31	37	37	11	24	38
"X6336"	37	29	32	39	38	12	24	39
"X634"	38	30	32	40	36	11	24	36
"X6344"	40	31	33	40	40	12	24	42
"X6348"	39	27	30	37	40	11	24	38
"X635"	39	28	32	34	38	11	24	42
"X6351"	37	30	30	37	38	12	24	40
"X6353"	40	30	33	39	39	12	24	42
"X6359"	40	31	33	39	41	12	23	41
"X636"	33	29	27	33	38	11	24	38
"X6360"	36	30	32	35	37	10	23	40
"X6362"	41	31	32	40	41	12	24	41
"X6365"	41	31	33	40	41	12	24	42
"X6366"	33	28	24	34	36	11	23	34
"X6368"	38	28	30	35	37	11	24	38
"X637"	41	31	32	38	41	11	23	41
"X6373"	34	30	31	39	39	12	24	39
"X638"	38	28	29	36	39	11	24	39
"X6384"	41	30	32	39	41	12	24	41
"X6397"	39	25	30	37	34	11	24	37
"X6398"	39	28	31	37	39	11	24	39
"X6399"	40	30	29	39	39	12	24	41
"X640"	39	29	31	40	39	11	23	38
"X6404"	38	30	30	38	39	12	23	36
"X641"	41	31	33	40	41	12	24	42
"X6413"	41	31	33	39	40	12	23	39
"X6417"	40	31	32	38	40	12	24	41
"X642"	41	31	33	40	41	12	24	42
"X6421"	40	30	31	40	41	12	24	42
"X6422"	38	31	28	35	36	11	24	37
"X6430"	41	31	33	40	41	12	24	42
"X6431"	40	31	33	40	41	12	24	42
"X6432"	36	30	33	40	41	12	24	42
"X6441"	38	31	31	38	40	12	24	41
"X6443"	37	26	30	30	34	12	21	38
"X6447"	39	29	33	39	36	11	24	41
"X646"	38	29	32	39	37	12	23	36
"X6461"	40	30	33	40	41	12	24	42
"X6466"	38	28	25	37	38	11	24	38
"X6469"	37	28	30	39	37	11	22	39
"X647"	40	31	33	39	41	12	24	40
"X6471"	40	30	32	40	40	12	24	42
"X6473"	41	31	33	40	41	12	24	42
"X6475"	40	31	33	40	41	11	24	40
"X6480"	38	31	33	40	40	12	23	39
"X6481"	41	31	33	40	41	12	24	42
"X6483"	38	29	30	39	38	11	23	41
"X6484"	39	29	30	39	39	11	22	38
"X6486"	38	28	31	38	39	11	24	38
"X650"	41	28	32	39	41	12	23	42
"X6501"	39	30	32	38	40	12	24	41
"X6505"	41	31	33	38	41	12	24	42
"X6508"	39	28	31	37	40	11	24	39
"X6509"	37	27	30	37	39	12	23	40
"X6510"	38	31	30	33	38	11	22	37
"X6517"	39	31	31	38	38	12	22	41
"X6519"	36	30	32	38	39	11	23	38
"X6523"	36	30	30	37	34	12	24	39
"X6524"	36	27	29	38	37	12	24	36
"X6525"	34	30	32	39	35	11	22	37
"X6528"	38	27	31	37	39	11	23	39
"X6531"	39	31	32	40	41	12	24	42
"X6535"	41	31	33	39	41	12	24	42
"X6537"	41	31	33	38	41	12	23	41
"X6538"	34	26	29	34	36	11	24	37
"X654"	40	30	30	40	36	12	24	41
"X6540"	35	31	30	35	38	11	24	36
"X6541"	39	31	33	40	41	12	24	41
"X655"	40	31	32	37	39	12	24	41
"X6553"	41	31	32	40	41	11	24	42
"X6563"	37	28	26	36	36	11	23	34
"X6564"	36	27	32	34	39	12	24	38
"X6565"	40	29	30	37	40	11	24	40
"X6572"	39	31	32	39	40	12	24	42
"X6573"	36	31	33	39	37	12	24	39
"X6578"	36	28	31	36	39	11	24	38
"X6579"	33	26	30	36	36	11	24	39
"X658"	39	28	31	37	40	11	24	39
"X6582"	41	31	33	40	41	12	24	42
"X6583"	41	30	33	40	41	12	24	41
"X6585"	38	29	27	38	34	11	24	38
"X6589"	41	30	33	40	41	12	24	42
"X6590"	41	31	33	39	41	12	24	42
"X6595"	38	28	31	38	38	12	22	41
"X6596"	39	29	28	34	36	12	24	35
"X6597"	41	30	33	39	40	12	24	42
"X66"	39	28	27	37	39	11	24	39
"X6611"	41	31	33	39	41	12	24	41
"X6613"	37	27	33	40	41	12	24	39
"X6614"	37	27	28	37	37	12	23	38
"X6615"	34	30	32	38	36	11	21	41
"X6616"	40	30	32	37	41	12	24	41
"X662"	41	31	33	40	41	12	24	42
"X6627"	40	30	31	38	40	12	24	42
"X6628"	37	28	30	36	40	11	24	39
"X6629"	40	27	30	38	40	12	23	41
"X6630"	41	31	33	40	41	12	24	42
"X6631"	39	29	28	37	40	11	22	37
"X6632"	41	29	33	40	41	12	24	42
"X6634"	37	30	32	40	36	11	24	36
"X6637"	37	27	31	34	38	11	23	37
"X6638"	38	28	29	36	39	11	24	39
"X6639"	41	31	33	40	41	12	24	42
"X6645"	37	29	30	37	38	11	23	37
"X6646"	38	29	32	39	37	12	23	36
"X665"	40	31	31	39	40	11	24	37
"X6650"	40	28	32	39	41	12	23	42
"X6654"	39	28	30	39	36	12	24	39
"X6655"	40	31	31	34	39	12	24	41
"X6656"	40	31	33	40	41	10	23	41
"X6658"	39	28	31	37	40	11	24	39
"X6662"	41	30	33	40	41	11	24	39
"X6664"	40	31	32	39	40	12	24	42
"X6665"	40	31	31	39	40	11	24	37
"X6666"	34	25	27	34	36	11	22	38
"X6670"	33	30	31	37	38	11	22	37
"X6672"	40	31	32	39	39	12	24	39
"X6674"	39	31	29	34	39	12	23	37
"X6675"	40	31	33	40	38	12	24	42
"X6676"	37	29	30	39	40	11	24	41
"X6679"	39	31	32	38	40	12	23	41
"X6683"	39	29	32	37	40	11	23	38
"X6685"	37	31	33	37	40	12	24	40
"X6686"	36	27	30	37	39	11	23	36
"X6688"	39	28	30	37	40	11	24	39
"X6690"	38	29	31	39	40	11	24	39
"X6691"	40	31	32	40	41	12	24	42
"X6693"	36	30	32	36	39	12	23	38
"X6698"	38	28	31	37	40	11	24	36
"X670"	35	30	31	37	39	11	23	38
"X6700"	41	31	33	39	41	12	24	42
"X6701"	38	31	32	40	41	11	24	41
"X6710"	39	31	32	39	40	12	23	38
"X6715"	41	31	32	39	41	12	22	42
"X6716"	36	31	33	39	39	11	24	38
"X6717"	33	29	27	35	37	11	24	39
"X6719"	40	30	33	39	38	12	24	41
"X6721"	40	30	33	40	40	12	24	42
"X6722"	40	30	33	40	41	12	24	40
"X6724"	35	26	29	37	37	12	24	36
"X6725"	41	28	31	40	39	12	24	39
"X6726"	37	30	33	40	40	11	24	42
"X6728"	39	27	30	37	40	10	24	37
"X6729"	37	30	31	35	36	12	24	39
"X6732"	41	31	33	40	41	12	24	41
"X6734"	34	28	28	35	36	10	21	34
"X6737"	39	31	32	38	38	12	23	41
"X6739"	37	29	32	37	40	12	24	42
"X6741"	38	29	29	40	40	12	24	42
"X6742"	40	30	32	40	41	12	24	42
"X6746"	40	31	33	40	40	12	24	41
"X6747"	41	28	31	38	39	12	24	41
"X6757"	38	30	30	35	36	11	24	39
"X6758"	39	28	31	37	40	11	24	38
"X6759"	41	31	32	40	41	12	24	42
"X676"	40	30	32	40	41	12	24	42
"X6761"	40	31	33	40	41	12	23	42
"X6763"	35	29	27	36	32	11	24	37
"X6765"	39	28	30	39	39	12	24	38
"X6768"	36	25	29	34	39	11	24	38
"X6770"	41	31	32	40	41	12	24	42
"X6771"	37	31	32	39	39	11	24	42
"X6774"	39	27	27	32	37	11	22	39
"X6775"	34	26	31	34	37	12	22	37
"X6778"	36	28	31	36	39	11	24	38
"X6781"	40	31	32	40	41	12	23	41
"X6785"	41	31	32	40	40	12	24	41
"X6795"	38	29	31	35	36	11	23	39
"X6797"	34	30	32	37	37	10	23	40
"X6799"	39	28	28	36	36	11	24	41
"X6801"	40	30	32	39	41	12	23	41
"X6802"	41	30	33	40	41	12	24	42
"X6803"	41	30	30	36	41	12	24	40
"X6805"	39	31	32	40	40	12	24	42
"X6809"	37	31	31	38	40	12	24	36
"X6812"	40	31	33	38	40	12	24	38
"X6813"	39	31	33	40	41	12	24	42
"X6816"	37	30	32	37	38	12	24	40
"X6817"	40	31	32	38	40	12	24	41
"X6821"	40	30	33	40	41	12	24	42
"X6829"	41	31	33	39	40	12	24	41
"X683"	40	29	32	37	40	11	23	38
"X6830"	40	31	33	40	41	12	24	41
"X6831"	41	31	33	39	41	12	24	42
"X6839"	40	30	30	37	40	12	24	40
"X6848"	38	26	29	36	40	10	23	38
"X6849"	41	26	31	38	38	11	24	40
"X685"	39	31	33	40	41	12	24	41
"X6851"	36	28	30	36	38	12	24	39
"X6853"	39	26	30	39	38	12	24	39
"X6854"	36	31	30	39	37	10	23	38
"X6858"	34	28	27	33	36	10	24	36
"X686"	38	28	31	38	39	11	24	38
"X6862"	36	30	31	40	40	12	24	41
"X6866"	39	27	27	35	38	11	23	38
"X6868"	38	28	30	36	38	11	24	37
"X6869"	41	31	33	40	41	12	23	42
"X6873"	40	31	33	39	40	12	24	41
"X6877"	41	31	33	40	41	12	24	42
"X6880"	39	30	32	37	41	12	24	41
"X6881"	41	31	33	40	41	12	24	42
"X6883"	38	29	30	38	39	11	24	38
"X6888"	36	27	29	32	37	11	24	36
"X6890"	39	31	33	38	41	12	24	42
"X6894"	36	27	27	37	35	11	23	38
"X6896"	41	29	31	40	38	12	24	41
"X6897"	39	30	33	38	40	11	24	40
"X6899"	38	29	30	39	36	11	22	40
"X6902"	40	29	32	39	40	12	24	42
"X6903"	39	31	32	40	37	11	24	40
"X6905"	38	30	33	39	36	12	24	41
"X6907"	37	26	32	37	35	12	24	42
"X6909"	41	30	32	39	39	12	23	40
"X6910"	41	31	33	40	41	12	23	42
"X6914"	39	28	30	40	41	12	23	41
"X6917"	39	31	32	38	40	12	24	41
"X692"	41	30	33	39	41	12	24	42
"X6920"	38	30	32	36	39	11	24	40
"X6924"	34	27	28	36	38	12	24	34
"X6926"	41	31	33	40	40	12	24	42
"X6928"	38	28	31	37	40	11	24	39
"X6930"	40	30	32	40	41	12	24	41
"X6931"	41	31	32	39	41	12	24	42
"X6934"	41	31	32	38	40	12	24	40
"X6937"	41	30	32	38	37	12	23	40
"X6938"	38	27	27	36	38	11	24	38
"X6947"	39	26	31	40	39	11	24	41
"X695"	41	31	33	40	40	12	24	41
"X6958"	31	26	26	35	30	11	24	34
"X6964"	41	31	33	40	41	12	24	42
"X6965"	41	31	32	38	40	12	24	39
"X6966"	39	28	27	37	39	11	24	38
"X6968"	39	28	31	37	39	11	24	39
"X697"	37	29	32	39	39	12	23	39
"X6973"	36	30	32	39	38	12	22	42
"X6974"	41	31	33	39	41	12	24	42
"X6979"	41	31	31	39	40	12	24	42
"X6983"	36	30	31	38	36	12	23	36
"X6994"	41	31	33	40	41	12	24	42
"X6995"	35	28	30	38	37	11	20	35
"X6999"	39	31	32	40	38	11	24	40
"X7001"	39	29	32	38	36	11	24	41
"X7003"	41	31	33	38	41	12	24	42
"X7007"	40	31	33	39	41	12	22	42
"X7012"	41	31	33	40	40	12	24	42
"X7013"	41	31	33	40	41	12	24	42
"X7017"	40	31	31	37	39	12	24	40
"X7019"	41	30	33	40	41	12	24	42
"X7022"	41	31	33	40	40	12	24	42
"X7023"	34	31	27	31	30	11	24	36
"X7024"	37	27	29	37	37	12	24	36
"X7026"	40	30	33	40	37	12	24	41
"X7028"	39	28	31	37	40	11	24	39
"X7031"	39	29	30	37	36	11	23	37
"X7032"	35	26	30	39	36	12	23	38
"X7034"	41	31	33	40	41	12	24	42
"X7038"	38	28	29	36	38	11	24	39
"X7039"	37	29	32	38	39	12	24	41
"X704"	41	29	32	40	41	12	24	41
"X7045"	37	27	32	39	35	12	23	35
"X7046"	39	30	32	40	38	12	24	41
"X7048"	39	28	31	37	40	11	24	39
"X7060"	41	31	33	40	41	12	24	42
"X7061"	41	31	33	40	40	12	24	41
"X7067"	33	29	31	37	37	11	23	37
"X707"	41	31	32	40	41	12	23	41
"X7074"	41	30	33	40	41	12	24	41
"X7078"	36	28	31	36	39	11	24	39
"X7079"	41	29	32	39	40	12	24	40
"X708"	37	26	28	36	37	11	24	38
"X7080"	41	31	33	40	41	12	24	42
"X7084"	39	30	33	39	38	11	24	41
"X7091"	40	29	30	40	41	12	24	39
"X7092"	40	28	31	40	39	10	24	37
"X7095"	41	31	32	40	39	12	22	41
"X7098"	39	28	31	37	40	11	24	39
"X7100"	38	31	31	40	41	11	24	41
"X7105"	41	31	32	40	40	12	24	42
"X7106"	37	31	31	40	40	12	24	39
"X7107"	41	29	33	38	41	12	24	41
"X7114"	41	31	33	39	41	12	24	42
"X7119"	41	31	32	39	41	12	23	42
"X7121"	38	26	29	38	39	12	22	40
"X7125"	38	29	32	38	38	12	24	41
"X7129"	41	31	33	40	41	12	24	42
"X7131"	40	31	33	39	40	12	24	42
"X7133"	41	31	33	40	41	12	24	42
"X7136"	35	26	27	37	36	10	24	36
"X7137"	40	30	32	38	41	12	22	40
"X7139"	39	28	28	37	39	12	23	39
"X7140"	37	30	30	38	36	10	21	33
"X7142"	34	29	31	36	37	11	24	38
"X7143"	41	27	32	39	40	11	22	40
"X7144"	36	30	30	38	36	11	24	38
"X7147"	41	31	33	40	41	12	24	42
"X7148"	38	28	28	36	34	11	24	38
"X715"	41	31	32	39	41	12	22	42
"X7150"	41	31	33	40	41	12	24	42
"X7151"	38	27	28	37	39	12	24	39
"X7155"	41	30	33	40	41	12	24	42
"X7157"	41	31	33	40	41	12	24	42
"X7160"	41	31	33	40	41	12	24	42
"X7163"	37	30	29	37	39	12	24	39
"X7165"	40	29	26	37	39	12	23	39
"X7171"	39	28	29	35	40	11	23	39
"X7174"	41	31	33	40	41	12	24	42
"X7179"	40	30	30	40	40	11	24	42
"X7180"	37	27	30	38	35	11	23	38
"X7197"	41	31	32	40	41	12	24	42
"X7198"	38	27	30	36	37	11	24	37
"X7201"	38	29	30	39	35	12	24	40
"X7206"	41	31	33	38	40	12	24	42
"X7212"	38	28	29	40	39	11	23	37
"X7225"	39	31	31	38	40	12	24	41
"X7226"	41	31	33	39	40	12	24	42
"X7229"	41	31	33	40	41	12	24	41
"X723"	34	30	31	36	34	11	24	38
"X7234"	38	31	32	36	40	12	24	39
"X7235"	41	31	33	40	41	12	24	41
"X7236"	37	29	31	39	38	12	24	39
"X7237"	37	28	31	37	37	11	22	37
"X7239"	37	25	27	37	38	12	23	35
"X724"	35	26	29	37	37	12	24	36
"X7240"	41	31	33	40	41	12	24	40
"X7247"	37	30	30	33	35	11	23	36
"X7248"	38	28	31	32	37	11	22	38
"X7250"	41	31	33	40	41	12	24	42
"X7251"	34	29	29	36	37	11	24	37
"X7253"	41	31	33	39	41	12	24	42
"X7255"	39	27	32	38	36	12	23	38
"X7258"	34	26	28	35	36	11	23	34
"X7260"	37	31	31	37	39	12	24	35
"X7261"	36	29	29	35	37	10	23	35
"X7263"	37	30	29	38	37	12	24	38
"X7265"	38	28	31	39	39	12	24	39
"X7269"	37	26	32	38	39	12	23	37
"X727"	37	30	30	39	36	12	24	36
"X7275"	38	29	30	39	36	12	24	40
"X7276"	40	31	32	39	40	11	24	41
"X7278"	35	27	31	32	36	11	24	36
"X7281"	39	29	31	38	40	11	23	39
"X7285"	40	31	33	38	41	12	24	42
"X729"	39	30	32	35	39	12	24	41
"X7290"	40	31	33	40	41	12	24	42
"X7291"	41	31	33	39	41	12	24	42
"X7292"	40	29	31	39	40	11	24	39
"X7294"	38	29	28	34	40	10	23	38
"X7295"	40	27	31	38	38	12	24	39
"X73"	41	31	33	40	41	12	24	42
"X730"	41	31	33	39	40	12	24	42
"X7300"	40	31	33	40	41	12	24	42
"X7302"	34	30	30	39	35	11	23	42
"X7309"	40	30	33	38	40	12	24	42
"X7310"	39	29	33	39	39	11	24	38
"X7313"	37	28	31	36	40	12	23	40
"X7316"	38	29	32	40	39	11	23	42
"X7317"	40	31	32	38	40	12	24	41
"X7322"	38	30	31	40	39	12	24	42
"X7324"	37	27	29	38	38	12	24	36
"X7325"	41	31	33	40	41	12	24	42
"X7326"	35	29	29	38	39	12	23	38
"X7329"	41	31	33	40	41	12	24	42
"X733"	39	31	32	37	38	12	24	41
"X7333"	41	29	32	39	39	12	23	41
"X734"	34	28	28	35	36	10	21	34
"X7346"	37	29	30	37	37	11	23	39
"X7351"	38	30	31	39	39	12	24	40
"X7352"	40	30	31	39	36	12	24	39
"X7362"	41	31	33	40	41	12	24	40
"X7366"	35	28	25	37	37	11	23	36
"X737"	39	31	32	38	38	12	23	41
"X7370"	38	28	31	38	39	12	24	40
"X7373"	38	31	33	40	41	12	24	42
"X7375"	37	28	31	40	41	11	24	37
"X7376"	41	31	33	40	41	12	24	42
"X738"	38	27	29	36	38	11	24	37
"X7382"	40	31	33	40	41	12	23	42
"X7404"	38	31	32	40	41	12	24	41
"X7405"	39	29	32	40	38	12	24	41
"X7406"	38	28	31	39	37	12	23	36
"X7407"	41	31	33	40	41	12	24	42
"X7409"	37	30	33	38	41	12	23	40
"X7412"	35	28	30	39	37	11	23	39
"X7418"	39	27	31	36	39	11	24	38
"X7422"	38	31	27	35	36	11	24	38
"X7423"	36	29	31	36	36	12	23	39
"X7424"	35	26	28	36	38	12	24	34
"X7427"	40	29	33	40	38	12	24	41
"X7432"	40	30	31	36	40	12	24	39
"X7437"	41	31	33	38	41	12	23	41
"X7441"	41	30	31	39	40	12	24	41
"X7442"	41	31	33	40	41	12	24	41
"X7447"	38	29	30	37	37	11	23	42
"X7448"	38	28	30	35	38	11	24	38
"X7451"	34	28	29	39	38	12	23	38
"X7453"	36	29	31	38	37	11	24	34
"X7461"	41	31	31	40	41	12	24	41
"X7462"	39	31	32	40	41	12	24	41
"X7464"	36	29	28	37	37	12	23	37
"X7466"	39	28	27	37	39	11	24	39
"X7467"	38	30	32	37	38	11	24	41
"X7468"	39	28	31	37	40	11	24	39
"X747"	41	28	31	39	39	12	24	41
"X7470"	37	29	31	36	40	12	24	39
"X7475"	41	31	33	40	41	12	24	42
"X7476"	41	31	33	40	41	12	24	42
"X7477"	41	31	33	40	41	11	24	41
"X7482"	36	31	33	40	40	12	24	42
"X7484"	39	31	31	40	39	11	24	39
"X7486"	38	28	31	38	39	11	24	38
"X7487"	36	30	30	39	39	12	22	38
"X7488"	39	28	31	37	40	11	24	39
"X749"	41	31	33	40	41	12	24	42
"X7494"	39	31	31	39	38	11	24	42
"X7495"	41	31	33	40	41	12	24	42
"X7499"	41	30	33	40	40	12	24	42
"X750"	37	30	32	40	39	12	24	41
"X7504"	41	31	33	40	41	12	24	42
"X7506"	41	31	33	40	41	12	24	42
"X7510"	39	30	30	39	39	11	24	38
"X7513"	40	30	32	40	40	12	23	42
"X7514"	39	30	33	40	41	12	24	42
"X7518"	36	27	31	34	37	11	23	38
"X752"	41	31	32	40	40	12	24	42
"X7521"	40	29	31	39	41	12	24	42
"X7527"	36	31	32	40	39	12	23	40
"X7529"	41	31	33	40	41	12	24	42
"X753"	41	31	33	40	41	12	24	42
"X7530"	41	30	33	40	41	12	24	42
"X7534"	40	31	32	38	38	11	24	40
"X7535"	41	31	33	40	41	12	24	42
"X7538"	37	27	29	35	39	11	24	39
"X7539"	41	31	33	40	41	12	24	42
"X7543"	40	30	31	40	38	12	24	40
"X7544"	38	29	31	39	38	12	22	38
"X7546"	35	30	33	36	37	12	22	37
"X7548"	35	28	31	35	35	11	23	37
"X7550"	38	30	32	35	38	11	24	39
"X7556"	38	30	31	40	36	12	24	42
"X7557"	41	31	33	40	40	12	24	42
"X7561"	40	31	33	40	41	12	23	42
"X7568"	38	25	31	34	37	11	24	33
"X7569"	37	30	29	38	41	12	24	40
"X7571"	41	31	33	40	41	12	24	42
"X7572"	41	31	33	40	41	12	24	42
"X7573"	41	31	33	40	40	12	24	41
"X7574"	41	31	32	39	40	12	24	42
"X7575"	37	28	32	40	40	12	24	39
"X7576"	39	27	33	37	38	11	24	39
"X7578"	35	28	31	36	39	11	24	38
"X7579"	33	26	28	33	37	11	24	38
"X7583"	39	29	28	36	38	12	24	41
"X7587"	39	28	33	38	39	12	24	41
"X7588"	35	27	31	35	33	11	24	36
"X7589"	38	30	32	40	40	12	24	38
"X759"	41	31	32	40	41	12	24	42
"X7591"	40	29	31	38	39	11	23	41
"X7592"	41	30	32	39	41	12	24	42
"X7594"	41	30	32	38	39	10	24	41
"X7597"	41	30	33	39	40	12	24	42
"X7598"	34	28	29	35	35	11	24	35
"X7603"	41	31	33	40	39	12	24	42
"X7604"	39	31	32	40	40	12	24	40
"X7605"	41	31	33	40	41	12	24	42
"X7613"	40	31	33	39	41	12	23	41
"X7619"	38	30	29	40	39	12	24	38
"X762"	39	30	33	39	41	12	24	42
"X7621"	40	29	32	39	40	12	24	42
"X7622"	35	30	31	33	39	12	21	35
"X7623"	35	31	31	36	35	11	24	38
"X7625"	39	31	33	39	41	12	24	41
"X7628"	37	28	30	35	39	11	24	39
"X7629"	41	31	33	40	41	12	24	41
"X763"	35	29	27	36	33	11	24	37
"X7633"	40	29	33	39	38	12	24	40
"X7639"	34	28	31	36	37	10	22	39
"X7643"	38	31	33	39	38	12	24	41
"X765"	39	29	33	39	41	12	24	38
"X7650"	36	27	29	37	39	11	23	41
"X7653"	41	31	33	40	40	12	24	42
"X7657"	39	31	32	35	40	12	24	39
"X7660"	41	31	33	40	41	12	24	42
"X7661"	38	31	31	38	40	11	24	39
"X7662"	41	29	32	40	41	12	24	42
"X7664"	39	30	31	38	38	12	24	41
"X7666"	38	28	27	35	39	11	24	39
"X7668"	38	26	31	37	40	11	22	38
"X7671"	39	31	32	40	40	12	24	40
"X7677"	41	30	32	40	39	12	24	42
"X7678"	36	28	31	36	39	11	24	39
"X7681"	38	29	30	40	39	12	24	41
"X7682"	41	31	33	40	41	12	24	41
"X7686"	38	28	30	37	39	11	24	38
"X7688"	39	27	31	37	40	11	24	39
"X7689"	41	30	33	40	41	12	24	42
"X7692"	39	30	31	39	39	12	22	42
"X7693"	34	30	30	35	39	12	23	37
"X7696"	41	31	31	39	40	12	24	41
"X7699"	41	31	33	40	41	12	24	42
"X77"	41	31	33	40	41	12	24	42
"X7701"	41	31	33	40	41	12	24	42
"X7702"	41	31	33	40	41	12	24	41
"X7705"	41	30	33	39	40	12	24	42
"X7707"	41	31	32	40	41	12	23	41
"X7711"	39	30	33	34	40	12	24	39
"X7712"	41	30	32	39	41	12	23	42
"X7713"	41	31	33	40	41	12	24	42
"X7717"	40	31	32	38	40	12	24	41
"X7723"	34	30	30	36	34	11	24	37
"X7725"	41	30	32	38	40	12	23	40
"X7728"	38	28	31	37	39	11	24	39
"X7729"	37	30	32	35	39	11	24	41
"X7732"	39	31	32	39	41	12	24	42
"X7734"	32	25	27	33	32	10	21	31
"X7737"	39	31	32	38	38	12	23	40
"X774"	40	29	28	33	37	11	22	41
"X7741"	41	29	31	38	35	12	24	41
"X7742"	40	29	33	40	40	12	24	42
"X7744"	40	29	32	40	39	10	22	42
"X7747"	40	28	31	37	39	12	24	40
"X775"	36	30	32	39	41	12	24	40
"X7751"	38	30	30	39	39	12	24	40
"X7752"	41	31	32	40	40	12	24	42
"X7757"	39	29	32	37	41	12	23	37
"X776"	38	30	33	38	39	12	24	40
"X7761"	35	29	32	39	36	12	24	40
"X7763"	35	29	27	36	33	11	23	37
"X7765"	39	29	31	39	41	12	24	38
"X7768"	38	28	30	37	40	11	23	38
"X7769"	41	30	33	40	41	12	24	42
"X7771"	35	29	32	37	39	11	24	39
"X7772"	39	31	33	40	41	12	24	42
"X7773"	36	27	31	37	39	11	23	38
"X7777"	41	31	32	38	40	12	23	41
"X7779"	41	31	32	40	40	12	24	42
"X7783"	38	30	31	37	39	11	24	40
"X7784"	39	29	29	36	38	11	24	35
"X7786"	35	27	31	36	36	10	24	37
"X7791"	41	31	33	40	41	12	24	42
"X7792"	38	30	33	38	38	12	24	39
"X7798"	39	27	31	37	40	11	24	39
"X78"	36	28	31	36	39	11	24	39
"X7800"	40	30	32	40	39	12	24	42
"X7804"	41	30	33	39	40	12	24	41
"X7805"	39	31	33	40	40	11	24	40
"X7810"	39	29	32	37	37	12	23	41
"X7812"	41	31	33	40	41	12	24	42
"X7813"	38	31	32	39	39	12	24	41
"X7817"	40	31	32	38	40	12	24	41
"X7826"	41	29	33	38	39	12	24	40
"X7832"	39	30	31	37	41	12	24	41
"X7838"	38	28	29	36	39	11	24	39
"X7840"	40	30	32	40	41	12	24	40
"X7843"	41	30	33	40	41	12	24	41
"X7844"	36	28	32	35	38	11	23	39
"X7845"	35	27	30	38	40	11	22	38
"X7849"	39	31	32	39	41	12	23	40
"X7851"	38	30	31	39	37	12	23	40
"X7857"	40	31	32	39	38	12	23	40
"X7859"	41	29	33	39	41	12	24	42
"X7861"	41	31	33	40	41	12	24	41
"X7864"	40	31	33	37	40	12	24	40
"X7875"	37	30	32	40	37	11	24	40
"X7877"	41	31	33	40	41	12	24	42
"X7878"	36	28	31	36	36	11	23	37
"X7879"	40	27	29	39	40	11	24	40
"X7882"	39	30	33	37	41	12	23	40
"X7884"	38	31	32	38	41	12	24	40
"X789"	38	30	32	38	39	12	24	39
"X7891"	40	31	33	40	41	12	23	41
"X7892"	41	27	32	39	40	12	24	42
"X79"	41	31	32	40	40	12	24	42
"X790"	41	31	33	40	41	12	24	42
"X7912"	32	28	32	36	39	12	24	34
"X7914"	41	31	32	40	40	12	24	41
"X7915"	36	28	27	35	38	11	20	37
"X7916"	40	31	33	40	40	12	24	41
"X792"	38	30	33	39	39	12	24	41
"X7920"	36	28	30	36	39	11	23	39
"X793"	36	30	32	36	39	11	23	38
"X7934"	38	30	32	40	41	12	23	40
"X7935"	37	27	32	37	41	12	24	40
"X7937"	41	29	32	38	36	12	23	39
"X7938"	36	28	29	35	36	11	24	36
"X7939"	40	31	33	38	40	12	24	41
"X7946"	38	31	33	39	36	12	24	41
"X7948"	38	27	31	37	40	11	24	39
"X7955"	40	31	30	38	41	11	24	41
"X7959"	36	31	33	40	39	12	24	40
"X7965"	41	31	33	39	41	12	24	40
"X7967"	41	31	33	40	41	12	24	42
"X7969"	38	30	33	39	40	12	24	38
